,course_enrolled,discoverccm_tv,discoverccm_radio,info_ccm_admissions,decision_programs,participate_open_house,decision_oldcollege,decisioncomp_other,discoverccm_socialmedia,info_ccm_website,participate_festival,discoverccm_billboard,decisioncomp_family_job,participate_decision_day,participate_college_fair,decision_online_offerings,discoverccm_other,decisioncomp_dual_enrollment,decision_financialaid,decision_reputation,discoverccm_web,participate_summer_camp,age,participate_hs_campus_visit,info_ccm_workforce_dev,decisioncomp_hs_computing,info_nj_development,decision_transfer_credits,discoverccm_employer,decision_location_convenience,decision_affordable,decisioncomp_work,gender,info_employer,decisioncomp__hs_club,participate_challenger,decisioncomp_employer,discoverccm_student,discoverccm_inapp,race_ethnicity,discoverccm_hs_counselor,decisioncomp_influence,decisioncomp_ap_class,info_hs_counselor,decision_ccmstaff,participate_on_campus_session,participate_hs_info_session,decision_njstars_program,additional_comp_classes,decision_hs_credit,decision_class_sizes,info_hs_teacher,reason,discoverccm_relative,decisioncomp_afterschool_camp,participate_workforce,discoverccm_hs_teacher,decisioncomp_summer_camp,info_ccm_counselor,discoverccm_web,decisioncomp_hs_staff,discoverccm_community,participate_campus_visit,decisioncomp_ccmstudent,decision_opportunities,comp_first_choice,decision_transfer_4yr,participate_women_who_dare,participate_sharetime,info_other,degree,decision_scholarships,timestamp,participate_cybersecurity,participate_corporate_training,decision_referral,decisioncomp_stem,year
37,CMP 128 Computer Science I,No,No,,Some Impact,Yes,,No Impact,No,,No,No,No Impact,No,No,Some Impact,No,No Impact,High Impact,High Impact,No,No,19-20,No,,High Impact,,,No,Some Impact,High Impact,No Impact,Woman,,No Impact,No,No Impact,No,No,White/Caucasian,No,High Impact,No Impact,,High Impact,No,No,,4.0,High Impact,Some Impact,,I would be interested in taking another computing class only if I do well and enjoy my first class.,Yes,No Impact,No,No,No Impact,,No,No Impact,No,No,No Impact,Some Impact,,High Impact,No,No,,Business Administration,High Impact,2020-09-10 14:21:30-05:00,No,No,High Impact,No Impact,2020
38,CMP 128 Computer Science I,No,No,No,Some Impact,No,Some Impact,,No,Yes,No,No,,No,No,Some Impact,No,,High Impact,High Impact,No,No,21-24,No,No,,No,Some Impact,No,High Impact,High Impact,,Man,No,,No,,Yes,No,Hispanic or Latino,Yes,,,No,Some Impact,No,No,Some Impact,,Some Impact,Some Impact,No,,No,,No,Yes,,No,No,,No,No,,Some Impact,Mechanical Engineering and Technology ,High Impact,No,No,No,"Information Technology, Applied Associate of Science",Some Impact,2020-09-10 14:24:14-05:00,No,No,Some Impact,,2020
39,CMP 128 Computer Science I,No,No,No,,Yes,,,No,Yes,No,No,High Impact,No,No,,No,,No Impact,No Impact,No,No,18 -,No,No,,No,,No,High Impact,High Impact,,Prefer not to say,No,High Impact,No,,No,No,Asian,Yes,Some Impact,,Yes,No Impact,No,Yes,,,,Some Impact,Yes,,Yes,,No,Yes,High Impact,No,No,High Impact,No,Yes,,,First Choice,High Impact,No,No,No,"Information Technology, Applied Associate of Science",No Impact,2020-09-10 14:28:11-05:00,No,No,Some Impact,High Impact,2020
40,CMP 128 Computer Science I,No,No,,High Impact,Yes,,,Yes,,No,No,,No,No,High Impact,No,,Some Impact,,Yes,No,21-24,Yes,,Some Impact,,,No,High Impact,High Impact,,Man,,Some Impact,No,,Yes,No,Black/African American,Yes,,,,,Yes,Yes,,4.0,,Some Impact,,I'm interested in science and computers as architects use a lot of computer programs to do work and its interesting to learn and I think its great knowledge to have and can be beneficial to my future education and profession. ,Yes,,No,Yes,,,Yes,,Yes,No,,,,High Impact,No,No,,Other,Some Impact,2020-09-10 16:28:40-05:00,No,No,,Some Impact,2020
41,CMP 128 Computer Science I,No,No,,High Impact,Yes,,,Yes,,No,No,,No,No,High Impact,No,,Some Impact,,Yes,No,21-24,Yes,,Some Impact,,,No,High Impact,High Impact,,Man,,Some Impact,No,,Yes,No,Black/African American,Yes,,,,,Yes,Yes,,4.0,,Some Impact,,I'm interested in science and computers as architects use a lot of computer programs to do work and its interesting to learn and I think its great knowledge to have and can be beneficial to my future education and profession. ,Yes,,No,Yes,,,Yes,,Yes,No,,,,High Impact,No,No,,Other,Some Impact,2020-09-10 16:31:28-05:00,No,No,,Some Impact,2020
42,CMP 128 Computer Science I,No,No,,,No,,,No,,No,No,,No,No,,No,High Impact,,,No,No,18 -,No,,,,High Impact,No,,,,Man,,,Yes,,No,No,White/Caucasian,Yes,,,,High Impact,No,No,,4.0,High Impact,,,i always like working with computers and coding was always a interesting topic to me ,No,,No,No,,,No,,No,No,,,,,No,No,,Engineering,,2020-09-10 16:42:03-05:00,No,No,,,2020
43,CMP 128 Computer Science I,No,No,,Some Impact,No,No Impact,No Impact,No,,No,No,No Impact,No,No,No Impact,No,No Impact,No Impact,No Impact,No,No,19-20,No,,No Impact,,Some Impact,No,Some Impact,Some Impact,No Impact,Woman,,No Impact,No,No Impact,Yes,No,Multi-Racial,Yes,No Impact,No Impact,,No Impact,No,No,No Impact,1.0,No Impact,No Impact,,"In the field of medicine, there is a small to medium amount of computing, and I believe it is important to know the basics of computers; but computers isn't what makes up the majority of medical professions (in regards to tending a patient's health -- besides showing them the monitor, etc.)",Yes,No Impact,No,Yes,No Impact,,Yes,No Impact,No,No,No Impact,No Impact,,Some Impact,No,No,,Other,No Impact,2020-09-10 16:55:42-05:00,No,No,No Impact,No Impact,2020
44,CMP 128 Computer Science I,No,No,,Some Impact,No,No Impact,Some Impact,No,,No,Yes,Some Impact,Yes,Yes,No Impact,Yes,No Impact,No Impact,Some Impact,No,No,25-34,No,,No Impact,,No Impact,No,Some Impact,Some Impact,High Impact,Man,,No Impact,No,No Impact,Yes,No,Hispanic or Latino,Yes,Some Impact,No Impact,,No Impact,No,Yes,No Impact,5.0,No Impact,Some Impact,,"The more I know and understand, the better i would feel about getting involved hands on in creating things etc.",Yes,No Impact,No,Yes,No Impact,,No,No Impact,No,No,Some Impact,Some Impact,,High Impact,No,No,,Business Administration,No Impact,2020-09-10 20:32:53-05:00,No,No,Some Impact,No Impact,2020
45,CMP 128 Computer Science I,No,Yes,,High Impact,Yes,,,No,,No,Yes,,Yes,Yes,No Impact,Don't recall,,,High Impact,No,No,19-20,Yes,,Some Impact,,,No,High Impact,High Impact,,Man,,,No,,Yes,No,White/Caucasian,Yes,Some Impact,,,High Impact,No,No,,3.0,,High Impact,,To compliment my Engineering degree,Yes,,No,Yes,,,No,Some Impact,Yes,Yes,,Some Impact,,High Impact,No,No,,Engineering,,2020-09-10 22:08:35-05:00,No,No,High Impact,,2020
46,CMP 128 Computer Science I,No,No,Yes,No Impact,No,No Impact,No Impact,No,No,No,No,No Impact,No,Yes,No Impact,No,No Impact,No Impact,No Impact,Yes,No,19-20,No,No,High Impact,No,No Impact,No,No Impact,High Impact,No Impact,Man,No,No Impact,No,No Impact,No,No,White/Caucasian,No,Some Impact,No Impact,No,No Impact,No,No,No Impact,,No Impact,No Impact,No,,No,No Impact,No,No,No Impact,No,Yes,No Impact,No,No,No Impact,No Impact,musical theatre,No Impact,No,No,No,"Computer Science, Associate of Science",No Impact,2020-09-11 00:12:02-05:00,No,No,No Impact,Some Impact,2020
47,CMP 128 Computer Science I,No,No,,Some Impact,No,No Impact,No Impact,No,,No,No,High Impact,No,Yes,No Impact,No,No Impact,Some Impact,No Impact,No,No,19-20,No,,Some Impact,,High Impact,No,High Impact,Some Impact,No Impact,Man,,No Impact,No,No Impact,No,No,White/Caucasian,No,High Impact,No Impact,,No Impact,No,Yes,No Impact,3.0,High Impact,No Impact,,I have some experience with computers but not a lot. But I feel that it would be interesting to learn more about it. ,Yes,No Impact,No,No,No Impact,,No,No Impact,No,No,No Impact,Some Impact,,Some Impact,No,No,,Undecided,No Impact,2020-09-11 08:09:02-05:00,No,No,High Impact,No Impact,2020
48,CMP 128 Computer Science I,No,No,,Some Impact,No,No Impact,No Impact,No,,No,No,High Impact,No,Yes,No Impact,No,No Impact,Some Impact,No Impact,No,No,19-20,No,,Some Impact,,High Impact,No,High Impact,Some Impact,No Impact,Man,,No Impact,No,No Impact,No,No,White/Caucasian,No,High Impact,No Impact,,No Impact,No,Yes,No Impact,3.0,High Impact,No Impact,,I have some experience with computers but not a lot. But I feel that it would be interesting to learn more about it. ,Yes,No Impact,No,No,No Impact,,No,No Impact,No,No,No Impact,Some Impact,,Some Impact,No,No,,Undecided,No Impact,2020-09-11 08:09:06-05:00,No,No,High Impact,No Impact,2020
49,CMP 128 Computer Science I,No,No,,No Impact,No,No Impact,High Impact,No,,No,No,No Impact,No,No,No Impact,Yes,No Impact,No Impact,No Impact,No,No,18 -,Yes,,No Impact,,No Impact,No,No Impact,No Impact,No Impact,Man,,No Impact,No,No Impact,No,No,White/Caucasian,Yes,No Impact,No Impact,,No Impact,No,Yes,No Impact,5.0,High Impact,No Impact,,I have worked with computers before and have always enjoyed it.  I think it is a good career path to follow. ,Yes,No Impact,No,Yes,No Impact,,No,No Impact,No,No,No Impact,No Impact,,No Impact,No,No,,Undecided,No Impact,2020-09-11 09:00:19-05:00,No,No,No Impact,No Impact,2020
50,CMP 128 Computer Science I,No,No,,Some Impact,Yes,No Impact,High Impact,No,,No,No,,No,Yes,No Impact,No,,High Impact,Some Impact,Yes,No,18 -,No,,,,No Impact,No,Some Impact,High Impact,,Woman,,,Yes,,Yes,No,White/Caucasian,Yes,,,,No Impact,Yes,Yes,No Impact,3.0,Some Impact,No Impact,,I am talking this course as a prerequisite ,Yes,,No,Yes,,,No,,Yes,Yes,,No Impact,,High Impact,No,Yes,,Engineering,High Impact,2020-09-11 09:38:49-05:00,No,No,No Impact,,2020
51,CMP 128 Computer Science I,No,No,,Some Impact,Yes,No Impact,High Impact,No,,No,No,,No,No,No Impact,No,,High Impact,High Impact,Yes,No,18 -,No,,,,Some Impact,No,Some Impact,High Impact,,Woman,,,Yes,,Yes,No,White/Caucasian,Yes,,,,Some Impact,Yes,Yes,No Impact,3.0,High Impact,No Impact,,Taking course as a prerequisite ,Yes,,No,Yes,,,No,,Yes,Yes,,No Impact,,High Impact,No,Yes,,Engineering,High Impact,2020-09-11 09:41:36-05:00,No,No,Some Impact,,2020
52,CMP 128 Computer Science I,No,No,No,High Impact,No,,,Don't recall,No,No,No,,No,No,High Impact,No,,High Impact,,Yes,No,18 -,No,No,High Impact,No,,No,High Impact,High Impact,,Man,No,High Impact,No,,Yes,No,Black/African American,Yes,,,Yes,,No,No,,,,High Impact,Yes,,Don't recall,Some Impact,No,Yes,,No,No,Some Impact,Don't recall,No,Some Impact,,First Choice,,No,No,No,"Computer Science, Associate of Science",High Impact,2020-09-11 12:37:01-05:00,No,No,High Impact,Some Impact,2020
53,CMP 128 Computer Science I,No,No,,High Impact,No,No Impact,No Impact,No,,No,No,No Impact,No,No,No Impact,No,No Impact,Some Impact,High Impact,Yes,No,18 -,No,,No Impact,,,No,High Impact,High Impact,No Impact,Man,,No Impact,No,No Impact,No,No,Hispanic or Latino,No,No Impact,No Impact,,Some Impact,No,Yes,Some Impact,4.0,,No Impact,,I want to learn more skills,Yes,No Impact,No,Yes,No Impact,,Yes,Some Impact,No,No,No Impact,Some Impact,,High Impact,No,No,,Engineering,No Impact,2020-09-11 12:43:10-05:00,No,No,Some Impact,High Impact,2020
54,CMP 128 Computer Science I,No,No,No,Some Impact,No,,,No,No,No,No,No Impact,No,No,Some Impact,No,No Impact,Some Impact,High Impact,No,No,21-24,No,No,,No,High Impact,No,High Impact,High Impact,No Impact,Man,No,,No,No Impact,Yes,No,Hispanic or Latino,No,No Impact,No Impact,No,,No,No,,,,Some Impact,No,,Yes,,No,Yes,No Impact,Yes,No,No Impact,No,No,No Impact,,First Choice,High Impact,No,No,No,"Information Technology, Applied Associate of Science",High Impact,2020-09-11 14:49:04-05:00,No,No,High Impact,Some Impact,2020
55,CMP 239 Internet & Web Page Design,No,No,No,High Impact,No,Some Impact,Some Impact,No,No,No,No,Some Impact,No,No,High Impact,No,Some Impact,Some Impact,Some Impact,Yes,No,25-34,No,No,Some Impact,No,Some Impact,No,High Impact,Some Impact,Some Impact,Man,No,Some Impact,No,Some Impact,No,No,Hispanic or Latino,No,Some Impact,Some Impact,No,Some Impact,No,No,Some Impact,,Some Impact,Some Impact,No,,No,Some Impact,No,No,Some Impact,No,No,Some Impact,No,No,Some Impact,Some Impact,First Choice,Some Impact,No,No,No,"Information Technology, Applied Associate of Science",Some Impact,2020-09-12 10:06:57-05:00,No,No,Some Impact,Some Impact,2020
56,CMP 128 Computer Science I,No,No,,High Impact,No,Some Impact,Some Impact,No,,No,Yes,Some Impact,No,No,Some Impact,No,Some Impact,High Impact,Some Impact,No,No,19-20,No,,Some Impact,,High Impact,No,High Impact,High Impact,Some Impact,Man,,Some Impact,No,Some Impact,Yes,No,Asian,Yes,Some Impact,,,Some Impact,No,No,Some Impact,4.0,High Impact,Some Impact,,"exploring other options. Never know when I find something interesting, maybe even more than what I am currently going for.",Yes,Some Impact,No,Yes,Some Impact,,No,Some Impact,No,No,Some Impact,Some Impact,,High Impact,No,No,,Engineering,High Impact,2020-09-12 13:01:39-05:00,No,No,High Impact,High Impact,2020
57,CMP 128 Computer Science I,No,No,Yes,Some Impact,Yes,No Impact,No Impact,No,Yes,No,No,High Impact,No,No,No Impact,No,Some Impact,Some Impact,High Impact,No,Yes,19-20,No,No,No Impact,No,Some Impact,No,High Impact,High Impact,No Impact,Woman,No,No Impact,No,No Impact,Yes,No,Hispanic or Latino,No,High Impact,No Impact,Yes,Some Impact,No,Yes,No Impact,,No Impact,No Impact,No,,Yes,Some Impact,No,No,No Impact,Yes,Yes,Some Impact,No,No,High Impact,No Impact,First Choice,High Impact,No,No,No,"Information Technology, Applied Associate of Science",Some Impact,2020-09-12 14:02:17-05:00,No,No,High Impact,No Impact,2020
58,CMP 239 Internet & Web Page Design,No,No,,High Impact,Yes,Some Impact,,No,,Not Sure,No,,Yes,Not Sure,High Impact,No,,No Impact,High Impact,No,Not Sure,21-24,Not Sure,,,,,No,High Impact,Some Impact,,Woman,,,Not Sure,,Yes,No,Hispanic or Latino,No,,,,Some Impact,Yes,Not Sure,,5.0,,Some Impact,,I want to learn something different.,Yes,,Not Sure,No,,,No,,No,Yes,No Impact,Some Impact,,,Not Sure,Not Sure,,Undecided,Some Impact,2020-09-13 16:09:45-05:00,Not Sure,Not Sure,Some Impact,,2020
59,CMP 128 Computer Science I,No,No,Yes,High Impact,Yes,High Impact,No Impact,Yes,Yes,No,No,Some Impact,Not Sure,Yes,No Impact,No,Some Impact,No Impact,High Impact,Yes,No,19-20,No,No,No Impact,No,High Impact,No,Some Impact,Some Impact,No Impact,Woman,No,No Impact,Not Sure,No Impact,No,No,White/Caucasian,Yes,Some Impact,No Impact,Yes,Some Impact,Not Sure,Yes,High Impact,,No Impact,Some Impact,No,,Yes,No Impact,No,No,No Impact,Yes,No,Some Impact,No,Yes,No Impact,Some Impact,First Choice,High Impact,Not Sure,Yes,No,"Computer Science, Associate of Science",No Impact,2020-09-13 19:10:44-05:00,Yes,No,No Impact,No Impact,2020
60,CMP 128 Computer Science I,Don't recall,Don't recall,Don't recall,High Impact,Not Sure,High Impact,,Don't recall,Don't recall,Not Sure,Don't recall,,Not Sure,Not Sure,High Impact,Don't recall,,High Impact,High Impact,Don't recall,Not Sure,25-34,Not Sure,Don't recall,,Don't recall,High Impact,Don't recall,High Impact,High Impact,,Man,Don't recall,,Not Sure,,Don't recall,Don't recall,Hispanic or Latino,Don't recall,,,Don't recall,High Impact,Not Sure,Not Sure,High Impact,,High Impact,High Impact,Don't recall,,Don't recall,,Not Sure,Don't recall,,Don't recall,Don't recall,,Don't recall,Not Sure,,High Impact,First Choice,High Impact,Not Sure,Not Sure,Don't recall,"Computer Science, Associate of Science",High Impact,2020-09-13 19:23:30-05:00,Not Sure,Not Sure,High Impact,,2020
61,CMP 128 Computer Science I,No,No,Yes,Some Impact,No,No Impact,Some Impact,Yes,Yes,No,No,Some Impact,No,No,Some Impact,No,No Impact,No Impact,No Impact,Yes,No,19-20,Yes,Yes,No Impact,Yes,No Impact,No,Some Impact,No Impact,Some Impact,Man,Yes,No Impact,No,Some Impact,Yes,No,Asian,Yes,Some Impact,No Impact,Yes,No Impact,Yes,No,No Impact,,No Impact,No Impact,Yes,,Yes,No Impact,No,Yes,Some Impact,Yes,Yes,Some Impact,No,Yes,Some Impact,No Impact,First Choice,No Impact,No,No,Yes,"Information Technology, Applied Associate of Science",No Impact,2020-09-13 19:24:44-05:00,No,No,No Impact,Some Impact,2020
62,CMP 239 Internet & Web Page Design,No,No,No,No Impact,No,No Impact,No Impact,No,No,No,No,No Impact,No,No,No Impact,No,No Impact,No Impact,No Impact,No,No,19-20,No,No,No Impact,No,No Impact,No,No Impact,Some Impact,No Impact,Man,No,No Impact,No,No Impact,No,No,Choose not to reply,No,No Impact,No Impact,No,No Impact,Yes,No,No Impact,,No Impact,No Impact,No,,Yes,No Impact,No,No,No Impact,Yes,No,No Impact,No,No,No Impact,No Impact,First Choice,Some Impact,No,No,No,"Information Technology, Applied Associate of Science",No Impact,2020-09-14 10:46:57-05:00,No,No,Some Impact,No Impact,2020
63,CMP 128 Computer Science I,No,No,,High Impact,No,No Impact,No Impact,Yes,,No,No,No Impact,No,No,High Impact,No,No Impact,No Impact,High Impact,No,No,21-24,No,,No Impact,,No Impact,No,High Impact,No Impact,No Impact,Man,,No Impact,No,No Impact,No,No,White/Caucasian,No,High Impact,No Impact,,No Impact,No,No,No Impact,3.0,No Impact,Some Impact,,Hard to tell right now because i just started,Yes,No Impact,No,No,No Impact,,Yes,No Impact,No,No,No Impact,No Impact,,High Impact,No,No,,Other,No Impact,2020-09-14 11:49:10-05:00,No,No,High Impact,No Impact,2020
64,CMP 128 Computer Science I,No,No,No,Some Impact,No,No Impact,No Impact,No,No,No,No,No Impact,No,No,,No,No Impact,High Impact,,No,No,18 -,No,No,High Impact,No,Some Impact,No,Some Impact,Some Impact,No Impact,Man,No,No Impact,No,No Impact,Yes,No,Hispanic or Latino,Yes,No Impact,High Impact,No,,Yes,No,No Impact,,Some Impact,No Impact,Yes,,Yes,No Impact,No,Yes,No Impact,No,Yes,No Impact,Yes,No,No Impact,No Impact,First Choice,Some Impact,No,No,No,"Computer Science, Associate of Science",No Impact,2020-09-14 13:05:34-05:00,No,No,,Some Impact,2020
65,CMP 128 Computer Science I,No,No,No,High Impact,No,Some Impact,High Impact,Yes,Yes,No,Yes,No Impact,No,No,High Impact,Yes,No Impact,No Impact,High Impact,No,No,19-20,No,No,Some Impact,No,No Impact,No,High Impact,High Impact,Some Impact,Man,No,No Impact,No,Some Impact,Yes,No,White/Caucasian,Yes,Some Impact,No Impact,No,Some Impact,Yes,No,No Impact,,No Impact,Some Impact,No,,Yes,No Impact,No,No,No Impact,No,Yes,No Impact,No,No,No Impact,No Impact,Exercise Science,High Impact,No,No,No,"CIS Game Development Option, Applied Associate of Science",Some Impact,2020-09-14 13:05:38-05:00,No,No,Some Impact,No Impact,2020
66,CMP 128 Computer Science I,No,No,,No Impact,No,No Impact,Some Impact,No,,No,No,No Impact,No,No,No Impact,No,No Impact,High Impact,No Impact,No,No,18 -,No,,No Impact,,No Impact,No,Some Impact,High Impact,No Impact,Man,,No Impact,No,No Impact,No,No,Hispanic or Latino,Yes,No Impact,No Impact,,Some Impact,No,Yes,No Impact,4.0,No Impact,Some Impact,,I believe that if I know enough about computing class I will be able to keep up in our fast changing technology driven world.,Yes,No Impact,No,Yes,No Impact,,No,No Impact,No,Yes,No Impact,Some Impact,,High Impact,No,No,,Engineering,High Impact,2020-09-14 13:06:31-05:00,No,No,Some Impact,No Impact,2020
67,CMP 128 Computer Science I,Yes,No,No,High Impact,No,No Impact,,Yes,No,No,Yes,,No,No,High Impact,No,,High Impact,No Impact,Yes,No,25-34,No,No,,No,High Impact,No,High Impact,High Impact,,Man,No,,No,,No,No,American Indian/Native American/Alaska Native,No,,,No,No Impact,No,No,No Impact,,No Impact,High Impact,No,,Yes,,No,No,,No,No,,No,No,,No Impact,First Choice,High Impact,No,No,No,"Computer Science, Associate of Science",High Impact,2020-09-14 13:07:23-05:00,No,No,No Impact,,2020
68,CMP 128 Computer Science I,No,No,No,High Impact,No,No Impact,No Impact,No,No,No,No,High Impact,No,No,No Impact,No,No Impact,No Impact,No Impact,No,No,21-24,No,No,High Impact,No,No Impact,No,High Impact,No Impact,No Impact,Man,No,High Impact,No,No Impact,No,No,White/Caucasian,Yes,High Impact,High Impact,No,No Impact,No,No,No Impact,,No Impact,No Impact,No,,No,High Impact,No,Yes,No Impact,No,Yes,High Impact,No,No,No Impact,No Impact,First Choice,High Impact,No,No,No,"Information Technology, Applied Associate of Science",No Impact,2020-09-14 13:07:42-05:00,No,No,No Impact,High Impact,2020
69,CMP 128 Computer Science I,No,No,,No Impact,No,No Impact,No Impact,No,,No,Yes,No Impact,No,No,No Impact,Don't recall,No Impact,No Impact,No Impact,No,No,19-20,No,,No Impact,,No Impact,No,High Impact,High Impact,No Impact,Woman,,No Impact,No,No Impact,No,No,Multi-Racial,Yes,No Impact,No Impact,,No Impact,No,No,No Impact,1.0,No Impact,No Impact,,Not needed,Yes,No Impact,No,Yes,No Impact,,No,No Impact,No,No,No Impact,No Impact,,No Impact,No,No,,Other,No Impact,2020-09-14 13:10:22-05:00,No,No,No Impact,No Impact,2020
70,CMP 128 Computer Science I,No,No,,No Impact,No,No Impact,No Impact,No,,No,No,No Impact,No,No,No Impact,Yes,No Impact,High Impact,High Impact,No,No,19-20,No,,No Impact,,High Impact,No,High Impact,High Impact,No Impact,Woman,,No Impact,No,No Impact,No,No,Hispanic or Latino,No,No Impact,No Impact,,No Impact,No,No,No Impact,1.0,No Impact,High Impact,,"i will not, im not tech savy",No,No Impact,No,No,No Impact,,No,No Impact,No,No,High Impact,No Impact,,High Impact,No,No,,Other,High Impact,2020-09-14 13:10:37-05:00,No,No,High Impact,No Impact,2020
71,CMP 128 Computer Science I,No,No,No,High Impact,Yes,Some Impact,No Impact,Yes,Yes,No,Yes,No Impact,No,No,High Impact,No,No Impact,No Impact,Some Impact,Yes,No,25-34,No,No,No Impact,No,No Impact,No,High Impact,High Impact,No Impact,Woman,No,No Impact,No,No Impact,Yes,No,Hispanic or Latino,Yes,No Impact,No Impact,No,No Impact,Yes,Yes,No Impact,,No Impact,Some Impact,No,,No,No Impact,No,Yes,No Impact,No,No,No Impact,No,Yes,No Impact,No Impact,First Choice,High Impact,No,No,No,"Computer Science, Associate of Science",No Impact,2020-09-14 13:34:46-05:00,No,No,No Impact,No Impact,2020
72,CMP 128 Computer Science I,No,No,Yes,High Impact,Yes,High Impact,No Impact,Yes,No,No,No,No Impact,Yes,Yes,High Impact,No,No Impact,High Impact,High Impact,Yes,No,19-20,No,No,High Impact,No,High Impact,No,High Impact,High Impact,No Impact,Man,No,Some Impact,No,No Impact,No,No,White/Caucasian,No,No Impact,No Impact,No,High Impact,Yes,No,High Impact,,High Impact,High Impact,No,,No,Some Impact,No,Yes,No Impact,Yes,No,No Impact,No,Yes,No Impact,High Impact,First Choice,High Impact,No,Yes,No,"Technical Studies, Applied Associate of Science",High Impact,2020-09-14 13:39:21-05:00,No,No,High Impact,Some Impact,2020
73,CMP 128 Computer Science I,No,No,Yes,High Impact,No,No Impact,High Impact,No,Yes,No,No,No Impact,No,No,No Impact,No,No Impact,Some Impact,No Impact,No,No,18 -,No,No,Some Impact,No,High Impact,No,High Impact,High Impact,No Impact,Woman,No,No Impact,No,No Impact,Yes,No,White/Caucasian,No,No Impact,No Impact,No,No Impact,No,No,No Impact,,No Impact,No Impact,No,,Yes,No Impact,No,No,No Impact,No,Yes,No Impact,No,No,No Impact,No Impact,First Choice,High Impact,No,No,No,"Computer Science, Associate of Science",No Impact,2020-09-14 13:40:12-05:00,No,No,High Impact,No Impact,2020
